[[0 1 1]], 0.7468706527607238
[[0 1 2]], 0.738027488639446
[[0 2 1]], 0.7437517016576638
[[0 2 2]], 0.7274908429526937
[[0 2 2]
 [3 1 2]], 0.7315288259738952
[[0 1 2]
 [1 1 1]], 0.743753011003345
[[0 1 2]
 [2 2 1]], 0.7430100383186798
[[0 1 1]
 [1 1 1]], 0.7451991803464935
[[0 1 1]
 [2 2 2]], 0.7358125814913228
[[0 2 1]
 [3 2 1]], 0.7425000189270148
[[0 1 2]
 [1 1 2]], 0.7359431229595631
[[0 2 2]
 [2 2 2]], 0.7240439005713367
[[0 2 1]
 [1 2 1]], 0.7417700884212394
[[0 2 2]
 [3 2 2]], 0.723510715961161
[[0 1 1]
 [3 1 1]], 0.7467631180492521
[[0 2 2]
 [3 2 1]], 0.7389598459683298
[[0 1 2]
 [3 2 1]], 0.7431775453386029
[[0 1 1]
 [3 2 2]], 0.7353920024609315
[[0 1 2]
 [2 2 2]], 0.7289026642322494
[[0 0]], 0.47214719703091795
[[0 1]], 0.5614106132710783
[[0 2]], 0.5085630480979318
[[1 0]], 0.524112268414594
[[1 1]], 0.532482715273413
[[1 2]], 0.5084026218909939
[[2 0]], 0.5214085181527042
[[2 1]], 0.49151013139385236
[[2 2]], 0.5207843225285086
[[3 0]], 0.55040016760947
[[3 1]], 0.4893642812247463
[[3 2]], 0.5326500254407232
[[0 0]], 0.48773891832031363
[[0 1]], 0.4941306755260243
[[0 2]], 0.4748898566340427
[[1 0]], 0.5441679387028224
[[1 1]], 0.4949859327766304
[[1 2]], 0.5474408129059292
[[2 0]], 0.5099063182784114
[[2 1]], 0.509175570919757
[[2 2]], 0.52619376851935
[[3 0]], 0.5417851905061207
[[3 1]], 0.510047738768669
[[3 2]], 0.5018287390380414
