[[0 1 1]], 0.7453574892731689
[[0 1 2]], 0.7448166958151395
[[0 2 1]], 0.741557983306566
[[0 2 2]], 0.7355432084695919
[[1 1 1]], 0.6302679094961064
[[1 1 2]], 0.6301845420515229
[[1 2 1]], 0.6287770335785574
[[1 2 2]], 0.6289971495266837
[[2 1 1]], 0.6298960160774054
[[2 1 2]], 0.6291706337568477
[[2 2 1]], 0.629048816662698
[[2 2 2]], 0.6292303293126067
[[3 1 1]], 0.6520711519235796
[[3 1 2]], 0.6476005977798178
[[3 2 1]], 0.6471331189793578
[[3 2 2]], 0.6301033393868625
[[1 2 1]
 [2 2 1]], 0.6296759680678997
[[3 1 1]
 [1 1 1]], 0.6539407551075849
[[2 1 1]
 [0 2 2]], 0.738087101169397
[[2 2 2]
 [3 1 2]], 0.6398634907884975
[[2 1 2]
 [0 2 2]], 0.7389463893083171
[[2 1 1]
 [1 1 2]], 0.6300671365248739
[[2 1 2]
 [3 1 2]], 0.6434284067337186
[[3 2 2]
 [0 1 2]], 0.740935827426302
[[3 2 2]
 [2 2 2]], 0.6296574486848041
[[0 1 1]
 [1 1 1]], 0.7439273701052311
[[3 1 2]
 [1 2 1]], 0.640635069149786
[[3 1 2]
 [0 1 1]], 0.7443783977630345
[[0 1 1]
 [2 1 2]], 0.743584850791532
[[0 2 1]
 [1 2 1]], 0.7413448060760276
[[3 1 2]
 [0 2 1]], 0.742459320453564
